Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
Primates	Cercopithecidae	Miopithecus	talapoin	"Southern talapoin monkey, or Talapoin"	1395	2008	169	130	1	1	1096	203.8	450	1384.5		27.7	671	captivity	medium	acceptable						"174,434,455,467,671,000,000,000"
Primates	Cercopithecidae	Nasalis	larvatus	Proboscis monkey	1460		166	213	1.25	0.7	540	490	2000	14617.5	0.0018	25.1	671	captivity	small	acceptable						"434,455,467,671,679,000,000"
Primates	Cercopithecidae	Papio	hamadryas	Hamadryas baboon	1514	1762	171	300	1	0.8	568	814	3950	18000	0.0026	37.5	671	captivity	large	high	0.06	4	21.095	12670.8	311.15	"9,36,59,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,212,293,294,345,434,436,455,467,474,671,679,680,708,731,763,838,909,944,981,1045,1091,1125,1143,1150,1252"
Primates	Cercopithecidae	Presbytis	comata	Grizzled leaf monkey					1					6695				unknown	small	low						"467,671"
Primates	Cercopithecidae	Presbytis	melalophos	"Black-crested sumatran langur, or Mitred leaf monkey"					1					6540		20	671	captivity	small	acceptable						"434,436,467,671"
Primates	Cercopithecidae	Presbytis	thomasi	North Sumatran leaf monkey										6690				unknown	small	low						"671,730"
Primates	Cercopithecidae	Pygathrix	nemaeus	"Red-shanked douc langur, or Douc langur"	1460		171	330	1	1	365	393.5		9720		26	671	captivity	medium	acceptable						"434,455,467,671"
Primates	Cercopithecidae	Rhinopithecus	bieti	Black snub-nosed monkey	755		170					427		9960				unknown	small	low						"6,716,819,781,308"
Primates	Cercopithecidae	Rhinopithecus	roxellana	Golden snub-nosed monkey			199		1					14750		29.5	671	captivity	small	acceptable						"467,671,978"
Primates	Cercopithecidae	Semnopithecus	entellus	Hanuman langur	1162	1886	192	342	1	0.7	514	500	2100	13516.5		29	671	captivity	medium	acceptable						"185,434,436,455,466,000,000,000,000,000,000"
Primates	Cercopithecidae	Semnopithecus	johnii	Hooded leaf monkey					1					12000		34	671	captivity	tiny	acceptable						"671,679"
Primates	Cercopithecidae	Semnopithecus	vetulus	Purple-faced leaf monkey	1278		211	250	1	0.4	784	432.33	1100	7081.8		26.1	671	captivity	small	acceptable						"434,436,455,610,671,000,000,000"
Primates	Cercopithecidae	Theropithecus	gelada	Gelada baboon	1391	2190	168	433	1	0.5	740	464	3900	16200		36	671	captivity	medium	acceptable						"4,344,554,676,106,710,000,000,000,000"
Primates	Cercopithecidae	Trachypithecus	auratus	Javan langur										9720		31.1	671	captivity	medium	acceptable						"671,978"
Primates	Cercopithecidae	Trachypithecus	cristatus	Silvered leaf monkey	1461		150	365	1					6185		28.3	671	captivity	medium	acceptable						"4,364,554,676,716,790,000,000"
Primates	Cercopithecidae	Trachypithecus	francoisi	Francois's leaf monkey	1460			398				457		7325		26.3	671	captivity	medium	acceptable						"671,681"
Primates	Cercopithecidae	Trachypithecus	geei	Golden leaf monkey					1					8100				unknown	small	low						"671,679"
Primates	Cercopithecidae	Trachypithecus	obscurus	Dusky leaf monkey	1461		145	365	1	0.5		300		7080		33.9	671	captivity	medium	acceptable						"434,436,455,467,610,000,000,000"
Primates	Cercopithecidae	Trachypithecus	phayrei	Phayre's leaf monkey	1461		167	309	1	0.8	456			8400		28.3	671	captivity	tiny	acceptable						"6,716,819,781,308"
Primates	Cercopithecidae	Trachypithecus	pileatus	Capped leaf monkey										11450		25.2	671	captivity	small	acceptable						"671,730"
Primates	Cheirogaleidae	Cheirogaleus	major	Greater dwarf lemur	365	365	65	47	2.2			18.1		395		13.4	671	captivity	small	questionable						"434,448,455,463,467,000,000,000,000,000"
Primates	Cheirogaleidae	Cheirogaleus	medius	Fat-tailed dwarf lemur	365		61		2.2	1	365	19		380		29	1301	captivity	medium	acceptable			1.088	300	311.15	"3,614,314,442,043,440,000,000,000,000,000,000,000,000,000,000"
Primates	Cheirogaleidae	Microcebus	murinus	Gray mouse lemur	243	243	61		2	1	73	6		64.8	0.0362	18.2	671	captivity	medium	acceptable						"143,144,164,352,353,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Primates	Cheirogaleidae	Microcebus	rufus	Brown mouse lemur	299	243	61	40	2.5		73	6.5		55.5				unknown	small	low						"1,644,344,554,675,730,000,000"
Primates	Cheirogaleidae	Mirza	coquereli	Giant mouse lemur	312	275	89	136	1.8	1	365	14.8		311.2		17.4	671	captivity	small	acceptable						"164,434,455,463,467,000,000,000,000"
Primates	Cheirogaleidae	Phaner	furcifer	"Masoala fork-marked lemur, or Fork-marked lemur"			174		1					400		25	671	captivity	small	acceptable						"434,467,671,978"
Primates	Daubentoniidae	Daubentonia	madagascariensis	Aye-aye	882		165		1	1	760	109		2277.5		32.3	1301	captivity	small	acceptable						"4,344,364,554,675,420,000,000,000,000,000"
Primates	Galagidae	Euoticus	elegantulus	Western needle-clawed galago			122	60	1		182			315				unknown	small	low			1.205	261.5		"36,436,542"
Primates	Galagidae	Galago	moholi	South African galago	146	372	124		1.4	2	182	12.3		169.2		16.6	671	captivity	medium	acceptable			0.285	170		"3,643,443,645,546,760,000,000,000,000,000"
Primates	Galagidae	Galago	senegalensis	Senegal galago	240	300	126	89	1.5	2	225	12.2	100	192.2	0.0169	17.1	671	captivity	medium	acceptable			0.764	171.5	311.05	"36,84,164,420,434,436,455,463,467,610,671,679,680,681,731"
Primates	Galagidae	Galagoides	demidoff	Demidoff's galago	256	270	111	50	1.1	1	365	7.5		60		13.4	671	captivity	small	acceptable			0.372	62.4		"1,36,434,436,455,463,467,671"
Primates	Galagidae	Otolemur	crassicaudatus	"Brown greater galago, or Greater galago"	495	639	130	138	1.5	1	119	43.2	500	1094.5		22.7	671	captivity	medium	acceptable			2.595	993.5	309.75	"36,59,384,434,436,455,467,610,671,679,680,681,1032"
Primates	Galagidae	Otolemur	garnettii	Small-eared galago	600	600	132	140	1	1.4	365	46		1300		20	1301	captivity	medium	acceptable			3.927	1314	309.15	"364,204,344,676,716,000,000"
Primates	Galagidae	Paragalago	zanzibaricus	"Zanzibar bushbaby, or Zanzibar galago"	265	365	120		1.3	2		14.1		146.8				unknown	small	low						"434,455,467,671,681"
Primates	Galagidae	Sciurocheirus	alleni	Allen's squirrel galago	243	274	133		1.3	1	365	24		273				unknown	small	low						"434,436,455,467,542,000"
Primates	Hominidae	Gorilla	gorilla	Gorilla	2829	4015	256		1	0.3	1397	2061.4		139842	0.0008	60.1	1151	captivity	large	acceptable					308.65	"593,413,424,344,364,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Primates	Hominidae	Homo	sapiens	Human	4745	5110	280		1	0.3	639	3312.5		62035	0.0005	122.5	29	captivity	huge	high	0.0002	8	82.78	70000	310.15	"2,13,14,29,30,31,36,58,59,65,75,76,110,111,121,125,134,189,217,253,254,255,256,325,331,405,434,436,455,465,467,607,715,731,742,798,841,899,975,976,981,1078,1103,1122,1123,1136,1150,1242,1274,1315"
Primates	Hominidae	Pan	paniscus	"Pygmy chimpanzee, or Bonobo"	3194		232	635	1	0.2	1825	1331	8500	39925		55	671	captivity	tiny	acceptable						"108,256,323,324,434,000,000,000,000,000,000,000,000,000,000,000,000"
Primates	Hominidae	Pan	troglodytes	Chimpanzee	3376	2920	229	1111	1	0.2	840	1821	8500	44983.5	0.0007	68	1324	captivity	large	acceptable	0.04	8			308.85	"8,59,72,73,234,235,236,237,238,239,256,323,434,436,455,463,467,505,535,574,590,607,610,671,676,679,680,681,731,736,752,753,834,837,842,844,846,853,854,862,866,871,877,899,976,1057,1078,1089,1091,1099,1116,1122,1123,1125,1131,1143,1150,1172,1173,1174,1213,1231,1232,1233,1236,1261,1280,1319,1320,1321,1322,1323,1324,1325"
Primates	Hominidae	Pongo	pygmaeus	Orangutan	2555	2555	249	1003	1	0.2	1414	1736.5	11000	64475	0.0009	59	671	captivity	large	acceptable						"59,75,108,164,214,215,434,436,455,467,610,671,679,680,681,731,737,757,1116,1136,1142,1231"
Primates	Hylobatidae	Hoolock	hoolock	"Western hoolock gibbon, or Hoolock gibbon"	2556			709	1	0.3	1080			6875		41	671	captivity	small	acceptable						"455,467,671,679"
Primates	Hylobatidae	Hylobates	agilis	Agile gibbon	2849	1825	216	724	1	0.3	1138			5925		49	671	captivity	medium	acceptable						"4,344,364,676,711,300"
Primates	Hylobatidae	Hylobates	klossii	Kloss's gibbon			213	335	1	0.4				5900		37	671	captivity	tiny	acceptable						"671,679,978"
Primates	Hylobatidae	Hylobates	lar	White-handed gibbon	2555	1825	217	600	1	0.5	1095	307.2	1070	6810	0.002	56	"John Gramieri, pers. comm."	captivity	large	high						"434,436,448,455,467,000,000,000,000,000"
Primates	Hylobatidae	Hylobates	moloch	Silvery gibbon	2849	1825	243	724	1	0.4	730			6207.5		45	671	captivity	medium	acceptable						"4,344,364,554,676,710,000,000"
Primates	Hylobatidae	Hylobates	muelleri	Borneo gibbon	2849	1825	207		1		1080			5765		60	1079	captivity	medium	acceptable						"43,443,646,797,810,700,000"
Primates	Hylobatidae	Hylobates	pileatus	Pileated gibbon	2555	1825	228		1					5735		38	671	captivity	medium	acceptable						"4,344,364,676,711,300"
Primates	Hylobatidae	Nomascus	concolor	Crested gibbon	3080		207	724	1		821			6852.5		46.1	671	captivity	small	acceptable						"434,436,455,467,671,000"
Primates	Hylobatidae	Nomascus	leucogenys	"Northern white-cheeked gibbon, or White-cheeked gibbon"	3069		208					497		6000		44.1	671	captivity	small	acceptable						"43,467,197,811,421,300"
Primates	Hylobatidae	Symphalangus	syndactylus	Siamang	2190	2190	231	642	1	0.4	607	517		10900		43	671	captivity	small	acceptable						"4,344,364,554,675,420,000,000,000,000,000,000"
Primates	Indriidae	Propithecus	diadema	Diademed sifaka	1186	913	157	277	1	0.5	745	145		5550		21	540	wild	small	questionable						"434,436,455,467,497,000,000,000,000"
Primates	Indriidae	Propithecus	tattersalli	Golden-crowned sifaka	1642			155				98		3545		20	671	captivity	small	questionable						"671,681"
Primates	Indriidae	Propithecus	verreauxi	Verreaux's sifaka	912	912	148	150	1	1	537	72.25		5000		31	1091	wild	medium	acceptable			3.738	3350	309.15	"364,204,344,364,554,000,000,000,000,000,000,000,000,000,000,000,000,000"
Primates	Lemuridae	Eulemur	coronatus	Crowned lemur	608		126		1.24	1		70		1645		27	671	captivity	medium	acceptable						"4,344,556,106,716,810,000"
Primates	Lemuridae	Eulemur	fulvus	Brown lemur	509	633	118		1.1	2	548	73		2485		35.5	671	captivity	medium	acceptable			4.239	2374.1	309.65	"36,59,420,434,455,467,610,671,679,680,681,817,978,1142,1301"
Primates	Lemuridae	Eulemur	macaco	Black lemur	540	266	120		1.4	1	365	70.1		2467		37.5	"Thomas Brockmann, pers. comm."	captivity	medium	acceptable						"434,455,610,679,681,000"
Primates	Lemuridae	Eulemur	mongoz	Mongoose lemur	650	1065	120		1	1		62		1555		36.2	671	captivity	medium	acceptable						"4,344,554,676,106,710,000,000,000"
Primates	Lemuridae	Eulemur	rubriventer	Red-bellied lemur	646	1350	120		1			76.5		2191.5		31.7	1301	captivity	medium	acceptable						"4,344,556,106,716,810,000"
Primates	Lemuridae	Hapalemur	aureus	Golden bamboo lemur			142	135	1	1	365			1455				unknown	small	low						"467,671,681,978"
Primates	Lemuridae	Hapalemur	griseus	"Gray bamboo lemur, or Bamboo lemur"	880	1346	145		1.1	1.1	335	50.4		1012.5		23.3	671	captivity	small	acceptable						"4,344,364,554,676,100,000,000,000,000,000,000,000"
Primates	Lemuridae	Lemur	catta	Ring-tailed lemur	595	912	135	152	1.1	0.9	365	70.6		2555		37.3	671	captivity	large	high						"1,084,344,364,554,670,000,000,000,000,000,000,000,000,000"
Primates	Lemuridae	Prolemur	simus	Greater bamboo lemur			142		1	1				1737.5		17.6	671	captivity	small	acceptable						"434,436,467,542,671,000"
Primates	Lemuridae	Varecia	rubra	Red ruffed lemur	609	650	98		2.2			109.73		3601.3		37.5	1301	captivity	small	acceptable						"97,813,011,350"
Primates	Lemuridae	Varecia	variegata	"Black-and-white ruffed lemur, or Ruffed lemur"	605	649	98		1.9	1	365	107.17		3482.3		40	1350	captivity	large	high						"434,455,467,540,679,000,000,000,000,000,000,000"
Primates	Lepilemuridae	Lepilemur	mustelinus	Weasel sportive lemur	592	546	135	85	1	1		27		700				unknown	small	low						"434,455,467,542,610,000,000"
Primates	Lepilemuridae	Lepilemur	ruficaudatus	Red-tailed sportive lemur	595		136	122	1					779				unknown	small	low						"671,681,978"
Primates	Lorisidae	Arctocebus	calabarensis	Calabar angwantibo	279	270	133	115	1	1.5	137	26.1	160	257.5	0.0061	13	671	captivity	small	acceptable			0.731	206	309.15	"36,420,434,455,463,400,000,000,000,000,000,000"
Primates	Lorisidae	Loris	tardigradus	"Red slender loris, or Slender loris"	380	365	166	150	1.3	1.5	288	11	139	238.2		21.6	1301	captivity	small	acceptable			0.714	284	308.65	"364,204,344,364,554,000,000,000,000,000,000,000"
Primates	Lorisidae	Nycticebus	coucang	Slow loris	578		188	177	1	1	492	48.2	520	890.5		25.8	671	captivity	medium	acceptable			1.504	1128.6	308.55	"364,204,344,554,675,000,000,000,000,000,000"
Primates	Lorisidae	Nycticebus	pygmaeus	Pygmy slow loris	273		188	133	2		448	23		419		19.3	1301	captivity	medium	acceptable						"4,676,716,811,301"
Primates	Lorisidae	Perodicticus	potto	Potto	547	547	170		1	1	354	38.3		919.9	0.0125	32.4	1301	captivity	small	acceptable			1.942	968.6	309.25	"36,41,164,420,434,436,455,467,610,671,679,680,681,731,978,1301"
Primates	Pitheciidae	Cacajao	calvus	"Bald uacari, or Red uakari"	1204		182	639	1	0.5	776			3165		35.8	671	captivity	small	acceptable						"434,455,467,610,671,000,000"
Primates	Pitheciidae	Cacajao	melanocephalus	Black uakari				639	1					2935				unknown	small	low						"455,467,671"
Primates	Pitheciidae	Chiropotes	albinasus	White-nosed bearded saki	1460		160		1					2910		20	671	captivity	small	acceptable						"434,455,467,542,610,000"
Primates	Pitheciidae	Chiropotes	satanas	Brown-bearded saki	1460		160		1					2942.5		19.6	671	captivity	tiny	acceptable						"434,455,467,542,610,000,000"
Primates	Pitheciidae	Pithecia	aequatorialis	Equatorial saki										1200				unknown	small	low						"434,436,467"
Primates	Pitheciidae	Pithecia	irrorata	Gray monk saki										1200				unknown	tiny	low						"434,671"
Primates	Pitheciidae	Pithecia	monachus	Monk saki					1			120.67		1780		25	671	captivity	tiny	acceptable						"434,436,467,542,610,000,000"
Primates	Pitheciidae	Pithecia	pithecia	Guianan saki	775	1460	158	122	1	1	319			1480		36	671	captivity	large	high						"434,436,455,467,610,000,000,000"
Primates	Pitheciidae	Plecturocebus	cupreus	Coppery titi	1096		132	206	1	0.9	395	74		1120		26.4	671	captivity	medium	acceptable						"6,716,819,781,308"
Primates	Pitheciidae	Plecturocebus	donacophilus	Bolivian titi					1					795		25	671	captivity	medium	acceptable						"671,730,978"
Primates	Pitheciidae	Plecturocebus	moloch	Dusky titi	912		163	244	1	1	365	86		804		26.2	671	captivity	tiny	acceptable						"4,344,554,676,711,140"
Primates	Tarsiidae	Carlito	syrichta	Philippine tarsier			179	83	1			25.9		119.2		16	671	captivity	tiny	acceptable			0.43	113	306.95	"36,420,434,436,455,400,000,000,000,000,000"
Primates	Tarsiidae	Cephalopachus	bancanus	Western tarsier	920		178	80	1	1.5	270	24.6		122.5		16.3	671	captivity	small	acceptable						"434,436,455,467,610,000,000"
Primates	Tarsiidae	Tarsius	tarsier	Spectral tarsier	425	425	157	69	1	2.4	153	24.3		144.8				unknown	small	low			0.831	173	309.15	"36,420,434,436,455,400,000,000,000,000,000,000"
Proboscidea	Elephantidae	Elephas	maximus	Asiatic elephant	3287	3287	644		1	0.2	1141	107000		3178000		79.6	1192	captivity	large	acceptable			2336.5	3672000	308.95	"2,36,434,436,455,536,568,610,671,680,1006,1097,1136,1143,1192,1193,1194,1222,1238,1356,1388,1410"
Proboscidea	Elephantidae	Loxodonta	africana	African bush elephant	4018	3650	670	1071	1	0.2	1707	105000	600000	4800000	0.0003	65	671	captivity	large	acceptable	0.002	8			309.35	"243,445,553,661,067,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Rodentia	Abrocomidae	Abrocoma	bennettii	Bennett's chinchilla rat					3	2				265.5		2.3	671	captivity	small	acceptable						"434,455,671"
Rodentia	Aplodontiidae	Aplodontia	rufa	Mountain beaver	730	730	29	56	2.75	1	365	25.5	393	1125	0.0288			unknown	small	low			1.892	706.8	311.15	"364,204,344,414,555,000,000,000"
Rodentia	Bathyergidae	Cryptomys	anselli	Ansell's mole-rat	365	365								90	0.006	20.6	"Philip Dammann and Hynek Burda, pers. comm."	captivity	medium	acceptable		2				"53,369,670,294,113,400,000"
Rodentia	Bathyergidae	Cryptomys	damarensis	Damaraland mole-rat	511		93		2.5	1		9		180		15.5	"Bruce Goldman, pers. comm."	captivity	medium	acceptable			0.418	131.3	308.35	"364,204,349,249,661,000"
Rodentia	Bathyergidae	Cryptomys	hottentotus	African mole rat	450		81	46	2.86	1.5	132	8.63	26.1	132.5		11	671	captivity	small	questionable			0.35	78.9	307.55	"36,420,434,455,671,800"
Rodentia	Bathyergidae	Cryptomys	mechowii	Giant mole-rat			112	65	2.6		112	19.6		250	0.006	20	1375	wild	medium	questionable					307.15	"53,053,195,797,810,300,000"
Rodentia	Bathyergidae	Georychus	capensis	Cape mole-rat	304	304	44	17	5	2		8.4	36	181		11.2	671	captivity	tiny	questionable			0.637	193	309.55	"36,420,434,455,671"
Rodentia	Bathyergidae	Heliophobius	argenteocinereus	Silvery mole-rat			88		2	1.2		7		160				unknown	small	low			0.43	88.5	308.25	"364,344,551,032"
Rodentia	Bathyergidae	Heterocephalus	glaber	Naked mole-rat	228		70		7	3.5	81	2		35	0.0046	31	"Rochelle Buffenstein, pers. comm."	captivity	large	high			0.128	35.3	305.25	"5,36,50,184,420,434,455,481,603,689,715,731,754,755,756,776,783,786,867,894,913,925,926,947,966,978,981,1114,1136,1144,1176,1177,1178,1179,1180,1181,1182,1217,1220,1247,1248,1250,1277,1281,1282,1315,1331,1332,1333,1334,1335,1336,1337,1338,1339,1340,1341,1342"
Rodentia	Calomyscidae	Calomyscus	bailwardi	Mouse-like hamster					3.3	1				20.4		9.4	671	captivity	small	acceptable						"455,610,671"
Rodentia	Calomyscidae	Calomyscus	mystax	Afghan mouse-like hamster					5	2				20.4				unknown	small	low						"455,610,671,978"
Rodentia	Capromyidae	Capromys	pilorides	Desmarest's hutia	304	304	125	100	2			240		4683.3	0.008	13.8	671	captivity	small	acceptable			3.375	2630	308.85	"36,420,434,455,610,600,000,000"
Rodentia	Capromyidae	Geocapromys	brownii	Brown's hutia	365		123		2	2	168			1500		13.5	671	captivity	small	acceptable			4.11	2456	309.15	"36,420,434,455,610,600"
Rodentia	Capromyidae	Geocapromys	ingrahami	Bahamian hutia	730	730	117	53	1		325	80	250	660	0.0124			unknown	small	low			1.483	775	309.15	"36,420,434,455,610,600,000"
Rodentia	Capromyidae	Plagiodontia	aedium	Hispaniolan hutia			119		1			105.85		1267	0.0092	15.9	671	captivity	small	acceptable						"434,455,610,671,731"
Rodentia	Castoridae	Castor	canadensis	American beaver	639	639	128		3.5	1	365	430		20250		23.4	671	captivity	small	acceptable						"43,444,145,551,167,100,000,000,000,000"
Rodentia	Castoridae	Castor	fiber	Eurasian beaver	639	639	105	76	3	1	365	530	4200	25000	0.0104			unknown	small	low						"434,455,542,671,731"
Rodentia	Caviidae	Cavia	aperea	Brazilian guinea pig	74	77	63	17	2.5	5		59.66	171.1	341		6	671	captivity	large	high						"434,455,610,671,978"
Rodentia	Caviidae	Cavia	porcellus	Guinea pig	66	76	68		3.8	5	96	85		728	0.0106	12	"J. Veronica Kiklevich, pers. comm."	captivity	large	high			2.13	639.1	312.15	"3,627,238,038,142,040,000,000,000,000,000,000,000,000,000"
