Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
Rodentia	Cricetidae	Nyctomys	sumichrasti	Vesper rat		61	30	21	2.25	5	38	4.7	40	50		5.7	671	captivity	small	acceptable						"4,344,555,086,106,710,000"
Rodentia	Cricetidae	Ochrotomys	nuttalli	Golden mouse			30	21	2.7		25	2.7	12.5	22	0.0591	8.4	671	captivity	small	acceptable			0.151	19.5	309.55	"36,420,434,455,538,600,000,000"
Rodentia	Cricetidae	Ondatra	zibethicus	Muskrat	285	285	26	25	6.7	2.7	30	22.72	152.1	1362	0.0323			unknown	tiny	low			4.363	976.3	310.55	"36,420,434,441,455,600,000,000,000,000"
Rodentia	Cricetidae	Onychomys	leucogaster	Northern grasshopper mouse	100	114	31	23	4	2.5	32	2.6	13.1	32.5	0.0634	5.6	671	captivity	tiny	acceptable						"434,441,455,542,671,000,000"
Rodentia	Cricetidae	Onychomys	torridus	Southern grasshopper mouse	41	41	30	20	3.7	2.7	30	2.6	9.2	22	0.018	4.6	671	captivity	small	acceptable			0.165	19.1	309.15	"36,420,434,441,455,600,000"
Rodentia	Cricetidae	Peromyscus	californicus	California mouse	46		30	30	2	4.6	24	4.46	18.6	42		5.5	671	captivity	small	acceptable			0.267	47	309.55	"364,204,555,386,106,000,000,000,000"
Rodentia	Cricetidae	Peromyscus	crinitus	Canyon mouse	70	70	24	28	3	2.05	27	2.2	14.1	16.5		7.7	647	captivity	small	acceptable			0.162	20.5	308.85	"36,420,455,647,773"
Rodentia	Cricetidae	Peromyscus	eremicus	Cactus mouse	129		26	25	2.6	3.5	39	2.33		25		7.4	671	captivity	medium	acceptable			0.173	21	309.75	"36,420,434,455,610,600,000,000"
Rodentia	Cricetidae	Peromyscus	guatemalensis	Guatemalan deer mouse	50	63	31		1.9					40		5.7	671	captivity	small	acceptable						"6,717,307,739,781,300"
Rodentia	Cricetidae	Peromyscus	leucopus	White-footed mouse	73		26	22	4.5	3.7	26	1.89	9.24	23	0.0456	7.9	671	captivity	small	acceptable	0.001	0.5	0.213	22.3	309.85	"2,36,74,304,305,306,307,308,309,310,311,312,313,314,315,326,420,436,441,455,534,542,606,610,671,676,680,731,773,777,917,1115,1143"
Rodentia	Cricetidae	Peromyscus	maniculatus	Deer mouse	49		24	22	5	3	27	2	9.2	20.5	0.0643	8.3	434	captivity	medium	acceptable			0.219	20.5	309.75	"36,59,308,420,434,436,441,455,610,676,680,715,731,773,776,777,917,1136,1143"
Rodentia	Cricetidae	Peromyscus	polionotus	Oldfield mouse	28		24	21	3.8	3	25	1.68	6.72	14	0.0558	5.5	671	captivity	medium	acceptable			0.12	12		"36,455,671,731,773"
Rodentia	Cricetidae	Peromyscus	truei	Pinyon mouse	50		26	30	3.4	5	40	2.315	10.5	25	0.0481	5.4	671	captivity	small	acceptable			0.307	33.1	309.85	"364,344,556,106,716,000,000,000,000"
Rodentia	Cricetidae	Phenacomys	intermedius	Western heather vole	37		22	19	4.58	2.3		2.18	15.3	33				unknown	small	low			0.375	21.5	311.05	"36,420,434,455,610,600,000"
Rodentia	Cricetidae	Phenacomys	ungava	Eastern heather vole	38		23	21	4.9			2.4	10	27	0.0554			unknown	small	low						"538,610,731"
Rodentia	Cricetidae	Phodopus	roborovskii	Desert hamster	243		21	19	6	3.5		1.45	18.1			4.8	671	captivity	medium	acceptable						"434,455,610,671"
Rodentia	Cricetidae	Phodopus	sungorus	Dzhungarian hamster	120		20	21	5.5	3.5	40	2	14.8	23.4		3.9	671	captivity	medium	acceptable			0.313	31.3	309.25	"36,395,396,397,398,400,000,000,000,000,000"
Rodentia	Cricetidae	Phyllotis	darwini	Darwin's leaf-eared mouse	57		34		4					50.8				unknown	tiny	low			0.333	47	309.35	"3,645,561,067,197,810,000,000"
Rodentia	Cricetidae	Podomys	floridanus	Florida mouse	40		23	25	2.5		33	2.4	12.5	32		7.4	434	captivity	small	acceptable			0.288	30.8		"364,344,555,386,101,000"
Rodentia	Cricetidae	Reithrodon	auritus	"Bunny, or Coney rat"	61				4.5					72.2		5.5	671	captivity	small	acceptable			0.428	78.7		"36,434,455,610,671"
Rodentia	Cricetidae	Reithrodontomys	humulis	Eastern harvest mouse	105		23	23	2.9		32	1.115		10.3	0.0694			unknown	small	low						"455,538,610,629,680,000"
Rodentia	Cricetidae	Reithrodontomys	megalotis	Western harvest mouse	107	80	23	21	3.3	4.5	28	1.33		11				unknown	small	low			0.13	9	309.95	"36,420,434,455,610,600,000,000"
Rodentia	Cricetidae	Rhipidomys	nitela	Splendid climbing mouse										89				unknown	small	low						"671,730"
Rodentia	Cricetidae	Scotinomys	teguina	Alston's brown mouse	34	49	31	21	2.8		31	1.35		11.2				unknown	small	low			0.174	12	310.75	"36,420,434,455,610,600,000,000"
Rodentia	Cricetidae	Sigmodon	hispidus	Hispid cotton rat	40	40	27	15	5	6.7		6.2	19.8	185	0.0362	5.2	671	captivity	medium	acceptable			1.085	159.6	311.25	"36,360,361,420,434,400,000,000,000,000,000,000,000"
Rodentia	Cricetidae	Synaptomys	cooperi	Southern bog lemming			23	23	3	2.5		3.46	20	27				unknown	small	low						"441,455,542,610"
Rodentia	Cricetidae	Tscherskia	triton	Greater long-tailed hamster					4.2			5.2		25				unknown	small	low						"671,978"
Rodentia	Cricetidae	Tylomys	nudicaudus	Peters's climbing rat	82	109	40	26	2.4	6	39	16.77	40	280	0.0313	5.4	671	captivity	small	acceptable						"434,455,610,671,731"
Rodentia	Cricetidae	Wiedomys	pyrrhorhinos	Red-nosed mouse					3.8					47				unknown	small	low						"455,610,671"
Rodentia	Ctenodactylidae	Ctenodactylus	gundi	Gundi	319		74		1.9	1	70	29.9		288.8		5.8	671	captivity	small	acceptable						"434,455,671,978"
Rodentia	Ctenodactylidae	Pectinator	spekei	Speke's pectinator	374				1.2					178	0.0111			unknown	small	low						"4,345,737,319,781,300"
Rodentia	Ctenomyidae	Ctenomys	conoveri	Chacoan tuco-tuco										860				unknown	small	low						"671,730"
Rodentia	Ctenomyidae	Ctenomys	talarum	"Talas tuco-tuco, or Tuco-tuco"	243	243	102	36	4	1.5		8		100				unknown	small	low			0.611	121	309.25	"36,420,434,455,542,600,000,000"
Rodentia	Cuniculidae	Cuniculus	paca	Lowland paca	365	365	116	78	1	1.5	191	680		9000	0.0165	16.3	671	captivity	small	acceptable			15.323	9156	310.35	"36,420,434,455,610,600,000"
Rodentia	Cuniculidae	Cuniculus	taczanowskii	Mountain paca	342	365	115		1	2				8999.9		18.9	671	captivity	small	acceptable						"6,717,309,781,308"
Rodentia	Dasyproctidae	Dasyprocta	azarae	Azara's agouti										2650		11.8	671	captivity	medium	acceptable			10.521	3849	310.65	"36,420,434,671"
Rodentia	Dasyproctidae	Dasyprocta	cristata	Crested agouti					2					2650		14	671	captivity	tiny	acceptable						"455,610,671"
Rodentia	Dasyproctidae	Dasyprocta	fuliginosa	Black agouti										3500		18	671	captivity	small	acceptable						"671,730"
Rodentia	Dasyproctidae	Dasyprocta	leporina	"Red-rumped agouti, or Agouti"	193		112		1					3265		17.8	671	captivity	large	high			8.694	2687	311.45	"36,420,434,455,610,600,000"
Rodentia	Dasyproctidae	Dasyprocta	mexicana	Mexican agouti										2700		13.1	671	captivity	small	acceptable						"434,671"
Rodentia	Dasyproctidae	Dasyprocta	prymnolopha	Black-rumped agouti					1.5					2900		16.3	671	captivity	small	acceptable						"671,730,978"
Rodentia	Dasyproctidae	Dasyprocta	punctata	Central American agouti	487		112		2		127	227		2150		13.8	671	captivity	medium	acceptable						"434,455,610,671"
Rodentia	Dasyproctidae	Dasyprocta	ruatanica	"Ruatan island agouti, or Ruatan agouti"												13.7	671	captivity	small	acceptable						671
Rodentia	Dasyproctidae	Myoprocta	acouchy	Red acouchi	304	304	99	53	2			100	350	775	0.0229	14.8	671	captivity	small	acceptable			2.804	914	308.55	"36,420,434,455,610,600,000,000"
Rodentia	Dinomyidae	Dinomys	branickii	Pacarana			253	15	2			900		12250		12.8	671	captivity	small	acceptable						"434,455,610,671"
Rodentia	Dipodidae	Allactaga	elater	Small five-toed jerboa	142	142		33	4.5	2				58.7		5.2	671	captivity	small	acceptable						"434,455,671,680"
Rodentia	Dipodidae	Allactaga	euphratica	Euphrates jerboa					5					232		4.2	671	captivity	small	acceptable						"434,455,610,671,730"
Rodentia	Dipodidae	Allactaga	major	Great jerboa	378				4					350		7	671	captivity	tiny	acceptable						"4,344,556,711,308"
Rodentia	Dipodidae	Allactaga	sibirica	Mongolian five-toed jerboa					3.4	1				117.5		4.5	671	captivity	small	acceptable						"434,455,671,978"
Rodentia	Dipodidae	Jaculus	jaculus	Lesser Egyptian jerboa	327	137	38	51	3	1.5	91	2	20	55		7.3	671	captivity	medium	acceptable			0.515	75	310.65	"36,420,434,455,610,600,000"
Rodentia	Dipodidae	Jaculus	orientalis	Greater Egyptian jerboa			35		2.5					134		5.5	671	captivity	small	acceptable			0.775	139	310.15	"36,420,434,455,610,600"
Rodentia	Dipodidae	Napaeozapus	insignis	Woodland jumping mouse	256		29	36	4	1.3		0.9	8.9	25	0.0277			unknown	small	low			0.22	21.8	310.15	"36,420,434,441,455,600,000,000"
Rodentia	Dipodidae	Sicista	betulina	Northern birch mouse	365	365	31	38	5	1				8				unknown	small	low			0.179	10	309.15	"36,420,434,455,542,600,000"
Rodentia	Dipodidae	Zapus	hudsonius	Meadow jumping mouse	61	61	19	28	5.5	2.1		0.8	7.8	18	0.0328	5.6	671	captivity	small	acceptable			0.219	26.1		"36,434,441,455,542,600,000,000,000"
Rodentia	Dipodidae	Zapus	princeps	Western jumping mouse			19	30	5.5	1		0.8		21				unknown	small	low						"434,455,538,610,676"
Rodentia	Echimyidae	Hoplomys	gymnurus	Armored rat			60		2.1			24.3		504		7	671	captivity	small	acceptable						"434,455,610,671,978"
Rodentia	Echimyidae	Makalata	didelphoides	Red-nosed armored tree-rat					1.33					276				unknown	small	low						"434,455"
Rodentia	Echimyidae	Proechimys	brevicauda	"Andean spiny rat, or Short-tailed spiny-rat"	148		64							285		6.8	671	captivity	small	acceptable						"6,717,301,308"
Rodentia	Echimyidae	Proechimys	guairae	"Guaira spiny rat, or Quaira spiny rat"	85	90	64		2.8	4.4		21		400	0.0213			unknown	small	low						"434,455,610,680,731"
Rodentia	Echimyidae	Proechimys	guyannensis	Cayenne spiny rat	148	146	64	29	2.4		66	24.7		356.5				unknown	small	low						"434,455,610,680,978"
Rodentia	Echimyidae	Proechimys	semispinosus	"Tome's spiny rat, or Spiny rat"	146	146	64	21	2.4	4.68		23		500	0.0131	5.8	671	captivity	small	acceptable			1.75	498	311.05	"36,420,434,455,610,600,000,000"
Rodentia	Echimyidae	Thrichomys	apereoides	"Common punare, or Brazilian spiny rat"	178		94	46	3.1	2.5	97	21.1		373.5		7	671	captivity	small	acceptable			1.153	323	310.75	"36,420,434,455,610,600,000"
Rodentia	Erethizontidae	Coendou	prehensilis	Prehensile-tailed porcupine	578	578	203	95	1		433	408		3900	0.0112	26.6	671	captivity	medium	acceptable			5.123	3280	309.85	"36,420,434,455,610,600,000"
Rodentia	Erethizontidae	Erethizon	dorsatus	North American porcupine	1095	1095	210		1	1		500		8600	0.0079	23.4	671	captivity	medium	acceptable			13.675	6871	309.15	"364,204,344,414,554,000,000,000,000,000,000,000"
Rodentia	Erethizontidae	Sphiggurus	mexicanus	Mexican hairy dwarf porcupine					1					2000		16.7	671	captivity	small	acceptable						"455,610,671"
Rodentia	Erethizontidae	Sphiggurus	villosus	Orange-spined hairy dwarf porcupine					1					1750				unknown	tiny	low						"455,610,671"
Rodentia	Geomyidae	Cratogeomys	castanops	Yellow-faced pocket gopher	310				2	4		6.07	100	270				unknown	small	low						"1,434,455,538,610,680"
Rodentia	Geomyidae	Geomys	bursarius	Plains pocket gopher	91	91	51	34	4	1		5.2	22.5	176.7		12	671	captivity	small	acceptable			0.769	197	308.15	"364,344,414,556,106,000,000,000"
Rodentia	Geomyidae	Geomys	personatus	Texas pocket gopher					3.3	2				397				unknown	small	low						"434,610,614"
Rodentia	Geomyidae	Thomomys	bottae	Botta's pocket gopher	319	319	19	38	5.5	1		3.3		115.5		6.1	671	captivity	small	acceptable			0.67	143	309.15	"36,420,434,455,648,600"
Rodentia	Geomyidae	Thomomys	mazama	Western pocket gopher	394		30		5	1				75				unknown	small	low						"5,426,437,301,308"
Rodentia	Geomyidae	Thomomys	talpoides	Northern pocket gopher	356		28	40	5	1	365	3.175		104	0.0618			unknown	small	low			0.679	97.6	309.35	"36,420,434,441,455,500,000,000,000,000"
Rodentia	Gliridae	Dryomys	nitedula	Forest dormouse			28	30	3	1.2		1.73		26		4.1	671	captivity	small	acceptable						"434,455,542,570,610,000"
Rodentia	Gliridae	Eliomys	melanurus	Asian garden dormouse	548	365	25		5					122.5		6.2	671	captivity	small	acceptable						"6,717,309,781,308"
Rodentia	Gliridae	Eliomys	quercinus	Garden dormouse	365	365	23	30	5	1.2				82.5	0.0409	5.5	671	captivity	small	acceptable						"434,455,542,570,610,000,000"
Rodentia	Gliridae	Glirulus	japonicus	Japanese dormouse	145		30		4	1.5				27		7	671	captivity	tiny	acceptable						"4,344,556,711,308"
Rodentia	Gliridae	Glis	glis	Fat dormouse	322	335	25	33	4	1.2		1.5		125		8.7	671	captivity	small	acceptable			0.664	174.4	310.85	"364,204,344,555,425,000,000,000,000,000"
Rodentia	Gliridae	Graphiurus	murinus	Woodland dormouse			24		3	2		3.5		24		6.9	671	captivity	medium	acceptable			0.225	38.4		"36,434,455,570,671"
Rodentia	Gliridae	Graphiurus	platyops	Rock dormouse					5.2					46.1		7.3	671	captivity	small	acceptable						"671,730,978"
Rodentia	Gliridae	Muscardinus	avellanarius	Hazel dormouse	335	335	23	39	4	1.5	50	0.8		27.3		5.3	671	captivity	tiny	acceptable			0.351	23.5		"1,36,434,455,570,610,671,680"
Rodentia	Heteromyidae	Chaetodipus	fallax	San Diego pocket mouse	166	166	25		3	1				18.7		8.3	671	captivity	small	acceptable			0.15	19.6	305.75	"36,420,434,455,610,600"
Rodentia	Heteromyidae	Chaetodipus	formosus	Long-tailed pocket mouse	365	365	28	25	5	1		1	8	19		7.1	647	captivity	small	acceptable			0.103	15.1		"36,441,455,573,647"
Rodentia	Heteromyidae	Chaetodipus	nelsoni	Nelson's pocket mouse			30		3.68					14.4				unknown	small	low						"455,612"
Rodentia	Heteromyidae	Dipodomys	agilis	Agile kangaroo rat	210				2.6	1				61				unknown	small	low			0.355	60.6	310.15	"364,204,555,205,386,000,000"
Rodentia	Heteromyidae	Dipodomys	deserti	Desert kangaroo rat	51		30	20	3	3		3.04	38	116		8.6	671	captivity	small	acceptable			0.517	105.8	309.95	"364,204,344,555,386,000,000,000,000"
Rodentia	Heteromyidae	Dipodomys	heermanni	Heermann's kangaroo rat	53		31	31	3.1	2		3.91	28.1	65		8.3	671	captivity	small	acceptable			0.408	63.3		"364,344,555,386,106,000,000,000"
Rodentia	Heteromyidae	Dipodomys	merriami	Merriam's kangaroo rat	102		28	20	2.3	1.6	54	2.92	17.6	42	0.0368	9.7	671	captivity	medium	acceptable			0.246	37.6	310.15	"36,420,434,455,610,600,000,000,000"
Rodentia	Heteromyidae	Dipodomys	nitratoides	Fresno kangaroo rat	88		34	27	2.3			3.18	20	35.5				unknown	small	low			0.204	37.8		"36,434,455,610,671"
Rodentia	Heteromyidae	Dipodomys	ordii	Ord's kangaroo rat	61		29	34	3	2	143	5		57		9.9	671	captivity	small	acceptable			0.339	47.8	307.75	"36,420,434,441,455,600,000,000"
Rodentia	Heteromyidae	Dipodomys	spectabilis	Banner-tailed kangaroo rat	310		23	24	2	2	42	7.75	30.3	145		12.7	671	captivity	tiny	acceptable						"4,344,556,106,711,300"
Rodentia	Heteromyidae	Liomys	adspersus	Panamanian spiny pocket mouse	193	365			4	1.44				42				unknown	small	low						"1,434,455"
Rodentia	Heteromyidae	Microdipodops	megacephalus	Dark kangaroo mouse					4					13.4				unknown	small	low			0.168	11	305.95	"36,420,441,544,610"
Rodentia	Heteromyidae	Perognathus	amplus	Arizona pocket mouse										11.7		5.9	671	captivity	small	acceptable						"671,730"
Rodentia	Heteromyidae	Perognathus	flavescens	Plains pocket mouse	84		26		4.75	1.5				9				unknown	small	low						"455,538,610,626"
Rodentia	Heteromyidae	Perognathus	flavus	Silky pocket mouse			26	30	4	2				8				unknown	small	low			0.097	8.3	307.75	"36,420,455,520,538,600"
Rodentia	Heteromyidae	Perognathus	longimembris	Little pocket mouse	151		22	28	5	1.25		0.9	4	8	0.0766	8.3	434	captivity	small	acceptable			0.061	8.5	307.85	"36,420,434,441,455,500,000,000"
Rodentia	Heteromyidae	Perognathus	merriami	Merriam's pocket mouse				23	4.5	2				8				unknown	small	low						538
Rodentia	Heteromyidae	Perognathus	parvus	Great Basin pocket mouse	100		24	23	4.8	1.6		1.5		20.1		5.8	671	captivity	small	acceptable			0.16	19.2		"36,455,538,610,671,600"
Rodentia	Hystricidae	Atherurus	africanus	African brush-tailed porcupine			106		1.5	2.5		150		2750		22.9	671	captivity	small	acceptable						"434,455,610,671"
Rodentia	Hystricidae	Atherurus	macrourus	Asiatic brush-tailed porcupine					1.25					2000				unknown	tiny	low						"455,610,671"
Rodentia	Hystricidae	Hystrix	africaeaustralis	Cape porcupine	375	390	94	77	2.1	1.7	379	351		24000		23.1	671	captivity	medium	acceptable			13.175	11300	310.65	"36,420,434,455,610,600"
Rodentia	Hystricidae	Hystrix	brachyura	Malayan porcupine			112		1.5			445		8000		27.3	671	captivity	medium	acceptable						"434,455,610,671"
Rodentia	Hystricidae	Hystrix	cristata	African porcupine			66		2.3	2		1000		20000		28	671	captivity	medium	acceptable						"455,610,671"
Rodentia	Hystricidae	Hystrix	indica	Indian crested porcupine			113		2		109			20000		27.1	671	captivity	medium	acceptable						"455,610,671,978"
Rodentia	Hystricidae	Hystrix	pumila	Indonesian porcupine			112							2740				unknown	tiny	low						"434,455,610,978"
Rodentia	Hystricidae	Hystrix	sumatrae	Sumatran porcupine			112							4200				unknown	small	low						"6,719,781,308"
Rodentia	Hystricidae	Trichys	fasciculata	Long-tailed porcupine										2000				unknown	tiny	low						"434,671"
Rodentia	Muridae	Acomys	cahirinus	Spiny mouse	58	59	38	14	3	3.5	34	5.27	15.16	45.2	0.0147	5.9	671	captivity	large	high			0.258	42	310.65	"36,245,246,420,434,400,000,000,000,000,000"
Rodentia	Muridae	Acomys	cilicicus	Turkish spiny mouse												4	671	captivity	large	acceptable						671
Rodentia	Muridae	Acomys	minous	Crete spiny mouse	58	59	38							62.5				unknown	small	low						"6,717,301,308"
Rodentia	Muridae	Acomys	russatus	Golden spiny mouse	91		34		2.5			7		54.4				unknown	small	low			0.24	55.4	310.45	"36,420,455,610,671"
Rodentia	Muridae	Acomys	wilsoni	Wilson's spiny mouse			39		2.3	3.5		3.49	10	20		5.6	671	captivity	small	acceptable						"455,610,671,978"
Rodentia	Muridae	Apodemus	agrarius	Striped field mouse	76	76	22	27	5.7	3.2	20	1.9		21.5				unknown	tiny	low			0.373	21.2		"36,455,542,610,671"
Rodentia	Muridae	Apodemus	argenteus	Small Japanese field mouse	61	61	23		4.1					23.4		5	671	captivity	small	acceptable						"4,556,711,308"
Rodentia	Muridae	Apodemus	flavicollis	Yellow-necked mouse	52	52	26	22	5.5	2.8	39	2.4	8.7	29.4		4.5	671	captivity	small	acceptable			0.365	28.3	309.85	"36,420,455,610,671,600,000"
Rodentia	Muridae	Apodemus	peninsulae	Korean field mouse	51	52	26		4.7			2		32.9		4.4	671	captivity	tiny	acceptable						"4,556,106,711,308"
Rodentia	Muridae	Apodemus	speciosus	Large Japanese field mouse					4.5					44		5.3	671	captivity	small	acceptable						"671,978"
Rodentia	Muridae	Apodemus	sylvaticus	Long-tailed field mouse	71	65	23	21	5.2	3.8	41	1.5		23.4		6.3	671	captivity	medium	acceptable			0.264	23.8	309.85	"36,420,455,542,610,600,000"
Rodentia	Muridae	Arvicanthis	niloticus	Nile kusu	45	45	22	23	5	3.5	38	4.15	21.7	110		6.7	671	captivity	medium	acceptable						"455,610,671"
Rodentia	Muridae	Chiropodomys	gliroides	Pencil-tailed tree mouse	101		20	24	2.2			2.8	10	29	0.0388	3.6	671	captivity	small	acceptable						"434,455,610,671,680,000"
Rodentia	Muridae	Colomys	goslingi	African water rat					2					58.5				unknown	small	low						"434,455,542"
Rodentia	Muridae	Conilurus	penicillatus	Brush-tailed rabbit rat			35	31	2					144		4.5	671	captivity	small	acceptable			0.908	213.2	309.05	"364,344,556,106,711,000"
Rodentia	Muridae	Crateromys	heaneyi	Panay crateromys												8.8	671	captivity	small	acceptable						"434,671"
Rodentia	Muridae	Crateromys	schadenbergi	Luzon bushy-tailed cloud rat										1363.72				unknown	small	low						"6,711,308"
Rodentia	Muridae	Desmodillus	auricularis	Cape short-eared gerbil			29	33	3.3			3.12		54.5		6.1	671	captivity	small	acceptable			0.49	71.9	309.05	"36,420,434,455,671"
Rodentia	Muridae	Dipodillus	campestris	North African gerbil					4.3					28.4		7.3	671	captivity	medium	acceptable						"671,730,978"
Rodentia	Muridae	Gerbilliscus	afra	Cape gerbil	152	115	23		3.9	6.5		4.5		74.8		5.7	671	captivity	small	acceptable			1.016	106.5	307.15	"36,420,434,455,610,600,000"
Rodentia	Muridae	Gerbilliscus	validus	Southern savanna gerbil	99	99	25		4.3	2	109		30	113		5	671	captivity	small	acceptable						"455,610,671,978"
Rodentia	Muridae	Gerbillus	gerbillus	Lesser Egyptian gerbil					4.1					30		5.9	671	captivity	small	acceptable			0.237	29.7	310.35	"36,420,434,455,542,600"
Rodentia	Muridae	Gerbillus	nanus	Baluchistan gerbil			22		5	3				18.5		4.5	671	captivity	small	questionable			0.129	29.7	311.95	"36,420,455,610,671"
Rodentia	Muridae	Gerbillus	perpallidus	Pale gerbil	93		20		4.5			2.24	17.2	50		5.5	671	captivity	medium	acceptable			0.261	56.3		"364,556,711,308"
Rodentia	Muridae	Gerbillus	pyramidum	Greater Egyptian gerbil	74	73	21	21	3.3	5		2.5	11	37	0.0329	8.2	671	captivity	small	acceptable			0.454	108.5	309.25	"36,420,434,455,571,600,000,000"
Rodentia	Muridae	Grammomys	dolichurus	Woodland mouse	73		24	25	3		38	4.2		60	0.0245	4.4	671	captivity	small	acceptable						"434,455,610,671,731"
Rodentia	Muridae	Hydromys	chrysogaster	Golden-bellied water rat	163	135	36	30	3.8	2.1	60	24.39	150	850	0.0167	7.3	671	captivity	medium	acceptable			2.97	900	309.75	"36,420,434,455,542,600,000,000,000,000"
Rodentia	Muridae	Lemniscomys	barbarus	Barbary striped grass mouse					4.6					26.2		4.4	671	captivity	medium	acceptable						"671,730,978"
Rodentia	Muridae	Lemniscomys	striatus	Typical striped grass mouse	168		25	30	4.54	2	22	1.7	15	42.3		4.8	671	captivity	medium	acceptable						"434,455,610,671,680"
Rodentia	Muridae	Lenothrix	canus	Gray tree rat					3					177				unknown	small	low						"434,671"
Rodentia	Muridae	Leporillus	conditor	Greater stick-nest rat	227	240	38	36	2.2					332.5		5.3	671	captivity	small	acceptable						"434,455,610,671,680"
Rodentia	Muridae	Mastomys	erythroleucus	Guinea multimammate mouse	137		21		6.5				22.5	37.8				unknown	small	low						"455,610,671"
Rodentia	Muridae	Meriones	crassus	Sundevall's jird	61	82	22	20	4	2	67	3.35		35	0.0366	5.6	671	captivity	small	acceptable						"434,455,671,731"
Rodentia	Muridae	Meriones	libycus	Libyan jird	91		26	30	5			5.33	45	100		5.2	671	captivity	medium	acceptable						"434,455,610,671"
Rodentia	Muridae	Meriones	meridianus	Mid-day jird			23	21	5.6	3				53		6.8	671	captivity	medium	acceptable						"455,610,671"
Rodentia	Muridae	Meriones	persicus	Persian jird			26	19	4.3			5		100		6	671	captivity	small	acceptable						"455,610,671"
Rodentia	Muridae	Meriones	shawi	Shaw's jird	102	120	26	23	5.4		31	4.46	25	185				unknown	small	low						"455,610,671"
Rodentia	Muridae	Meriones	tamariscinus	Tamarisk jird				17	4.2	2	27	3.03	15.8					unknown	small	low						"455,671,978"
Rodentia	Muridae	Meriones	unguiculatus	Mongolian jird	43	36	25	24	5	4	46	3	14.3	53.2	0.0324	6.3	671	captivity	medium	acceptable			0.546	64.8	311.35	"363,723,733,743,753,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Rodentia	Muridae	Meriones	vinogradovi	Vinogradov's jird			22		7			3		150		6.7	671	captivity	small	acceptable						"455,610,671"
Rodentia	Muridae	Mesembriomys	gouldii	Black-footed tree rat	71		44	47	2	4		34.9	440.5	900	0.0327	7.8	671	captivity	small	acceptable						"434,455,610,671,680,000"
Rodentia	Muridae	Mesembriomys	macrurus	Golden-backed tree rat			48	50	2					268.5		7.1	671	captivity	small	acceptable						"434,455,610,671"
Rodentia	Muridae	Micaelamys	namaquensis	"Namaqua rock rat, or Rock mouse"			22	24	3.8	2		2.5	12.5	47.6		4.7	671	captivity	small	acceptable			0.292	62.6	309.95	"36,420,455,610,671,900"
Rodentia	Muridae	Micromys	minutus	Old World harvest mouse	40	37	20	18	5.2	2.6	21	0.9		6		3.8	671	captivity	large	acceptable			0.201	7.6	311.15	"36,420,434,455,542,600,000,000"
Rodentia	Muridae	Millardia	gleadowi	Sand-colored rat					2.3					70		4	671	captivity	small	acceptable						"455,671"
Rodentia	Muridae	Mus	caroli	Ryukyu mouse	53	42	21					1.2		11.2				unknown	small	low						"4,556,106,711,308"
Rodentia	Muridae	Mus	cervicolor	Fawn-colored mouse			20		4.1			1.5		17.7				unknown	small	low						"434,455,610,671"
Rodentia	Muridae	Mus	minutoides	"Southern African pygmy mouse, or Pygmy mouse"	60	77	20	21	4.3	4	31	0.97	3.3	7.2	0.0832	4.3	671	captivity	medium	acceptable			0.129	8	309.45	"2,36,420,434,455,542,671,731"
Rodentia	Muridae	Mus	musculoides	Temminck's mouse	60	77	24		4.5			0.8		6				unknown	small	low						"4,556,106,719,781,300"
Rodentia	Muridae	Mus	musculus	House mouse	42	42	19		7	5.4	30	1.25		20.5	0.0298	4	506	captivity	large	high	0.01	0.3	0.271	18	310.05	"2,11,13,14,36,51,53,59,69,110,217,248,272,305,309,310,311,312,315,325,326,331,403,404,405,429,434,436,441,455,478,506,534,567,603,606,607,610,680,715,731,738,742,754,776,777,786,857,912,917,926,953,966,975,981,1103,1136,1242,1314,1315,1334,1341,1342,1356"
Rodentia	Muridae	Mus	spicilegus	Mound-building mouse	65	42	20		6.7	4.5				19.9		3.5	671	captivity	medium	acceptable						"6,719,781,308"
Rodentia	Muridae	Notomys	alexis	Spinifex hopping mouse	75	75	35	30	3.9		33	2.83	12.5	35	0.0326	6.4	671	captivity	medium	acceptable			0.252	32.3	311.15	"36,420,434,455,610,600,000,000"
Rodentia	Muridae	Notomys	aquilo	Northern hopping mouse			53		3					39				unknown	small	low						"610,671"
Rodentia	Muridae	Notomys	mitchellii	Mitchell's hopping mouse	73	90	37	30	3.3		37			52		5.3	671	captivity	small	acceptable						"434,455,610,671,680"
Rodentia	Muridae	Otomys	irroratus	Vlei rat	82	91	40	13	1.78	4.25		14.5	30	146.8	0.0371			unknown	small	low			0.474	102	310.75	"36,420,434,455,610,600,000,000"
Rodentia	Muridae	Pachyuromys	duprasi	Fat-tailed gerbil	55	61	20	29	4.5					40		8.3	671	captivity	small	acceptable						"4,344,555,425,716,710,000"
